county,code,Variant,Time,MidPeriod,SexID,Sex,AgeGrp,AgeGrpStart,AgeGrpSpan,mx,qx,px,lx,dx,Lx,Sx,Tx,ex,ax
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00156409,0.007791,0.992209,94406.683,735.523,470257.17,0.99115715,4139211.1,43.8445,2.585056
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00204136,0.01015759,0.98984241,93671.161,951.473,466098.75,0.98783048,3668953.9,39.1684,2.627838
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00294862,0.01464223,0.98535777,92719.688,1357.623,460426.56,0.98162727,3202855.2,34.5434,2.663651
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00461182,0.02281463,0.97718537,91362.064,2084.392,451967.26,0.97137466,2742428.6,30.0171,2.676513
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,50-54,50,5,0.00720459,0.03542911,0.96457089,89277.672,3163.029,439029.55,0.95534179,2290461.3,25.6555,2.673491
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,55-59,55,5,0.01139788,0.05551362,0.94448638,86114.644,4780.536,419423.28,0.93028521,1851431.8,21.4996,2.667638
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,60-64,60,5,0.01805383,0.08660944,0.91339056,81334.108,7044.301,390183.27,0.89040751,1432008.5,17.6065,2.659489
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,65-69,65,5,0.02935641,0.13728756,0.86271244,74289.807,10199.067,347422.12,0.82664751,1041825.2,14.0238,2.644204
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,70-74,70,5,0.0483808,0.21679814,0.78320186,64090.74,13894.753,287195.63,0.73123798,694403.13,10.8347,2.60643
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,75-79,75,5,0.0793748,0.33208573,0.66791427,50195.987,16669.371,210008.35,0.59712198,407207.5,8.1124,2.542104
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,80-84,80,5,0.13096758,0.48986196,0.51013804,33526.616,16423.414,125400.6,0.43309635,197199.15,5.8819,2.42852
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,85-89,85,5,0.20866997,0.66262326,0.33737674,17103.202,11332.98,54310.544,0.27547167,71798.544,4.198,2.246491
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,90-94,90,5,0.31033698,0.8046408,0.1953592,5770.222,4642.956,14961.016,0.15535999,17488.001,3.0307,2.008351
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,95-99,95,5,0.43477161,0.89646845,0.10353155,1127.266,1010.558,2324.343,0.08019098,2526.985,2.2417,1.722617
Lao People’s Democratic Republic,LAO,Medium,2025-2030,2028,3,Total,100+,100,-1,0.5759318,,,116.708,116.708,202.641,,202.641,1.7363,1.736317
Lesotho,LSO,Medium,2025-2030,2028,3,Total,0,0,1,0.04466799,0.04307333,0.95692667,100000,4307.333,96429.977,0.94938576,5765484.5,57.6548,0.171175
Lesotho,LSO,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00474289,0.01874815,0.98125185,95692.667,1794.06,378262.9,0.98591696,5669054.5,59.2423,1.487394
Lesotho,LSO,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00126945,0.00632716,0.99367284,93898.607,594.111,468007.76,0.99419308,5290791.6,56.3458,2.5
Lesotho,LSO,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00108655,0.00541839,0.99458161,93304.496,505.56,465290.07,0.9933039,4822783.9,51.6887,2.562295
Lesotho,LSO,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00173059,0.00861902,0.99138098,92798.936,799.836,462174.45,0.9880895,4357493.8,46.9563,2.724241
Lesotho,LSO,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00324355,0.0161005,0.9838995,91999.1,1481.232,456669.71,0.97745711,3895319.3,42.3408,2.754717
Lesotho,LSO,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00607112,0.02993881,0.97006119,90517.868,2709.997,446375.06,0.96254551,3438649.6,37.9886,2.706906
Lesotho,LSO,Medium,2025-2030,2028,3,Total,30-34,30,5,0.0093048,0.04552969,0.95447031,87807.87,3997.865,429656.31,0.94364838,2992274.6,34.0775,2.652987
Lesotho,LSO,Medium,2025-2030,2028,3,Total,35-39,35,5,0.01388667,0.06717901,0.93282099,83810.005,5630.273,405444.48,0.92745702,2562618.3,30.5765,2.583502
Lesotho,LSO,Medium,2025-2030,2028,3,Total,40-44,40,5,0.0159619,0.07677428,0.92322572,78179.732,6002.193,376032.33,0.91810569,2157173.8,27.5925,2.523183
Lesotho,LSO,Medium,2025-2030,2028,3,Total,45-49,45,5,0.01820741,0.08708913,0.91291087,72177.54,6285.879,345237.42,0.90873464,1781141.4,24.6772,2.510249
Lesotho,LSO,Medium,2025-2030,2028,3,Total,50-54,50,5,0.02011515,0.09577401,0.90422599,65891.661,6310.709,313729.21,0.89826059,1435904,21.7919,2.507554
Lesotho,LSO,Medium,2025-2030,2028,3,Total,55-59,55,5,0.02308634,0.10919555,0.89080445,59580.952,6505.975,281810.58,0.87972159,1122174.8,18.8345,2.526246
Lesotho,LSO,Medium,2025-2030,2028,3,Total,60-64,60,5,0.02874083,0.13424931,0.86575069,53074.977,7125.279,247914.85,0.84615378,840364.24,15.8335,2.549565
Lesotho,LSO,Medium,2025-2030,2028,3,Total,65-69,65,5,0.03903899,0.17822464,0.82177536,45949.699,8189.368,209774.09,0.78978282,592449.38,12.8934,2.560935
Lesotho,LSO,Medium,2025-2030,2028,3,Total,70-74,70,5,0.05689439,0.24962792,0.75037208,37760.33,9426.033,165675.97,0.70395451,382675.29,10.1343,2.546616
Lesotho,LSO,Medium,2025-2030,2028,3,Total,75-79,75,5,0.08625094,0.35502219,0.64497781,28334.298,10059.304,116628.35,0.57326176,216999.32,7.6585,2.51045
Lesotho,LSO,Medium,2025-2030,2028,3,Total,80-84,80,5,0.14172191,0.51848583,0.48151417,18274.993,9475.325,66858.572,0.3986195,100370.97,5.4923,2.412607
Lesotho,LSO,Medium,2025-2030,2028,3,Total,85-89,85,5,0.23392294,0.70847112,0.29152888,8799.668,6234.311,26651.131,0.22773294,33512.398,3.8084,2.217461
Lesotho,LSO,Medium,2025-2030,2028,3,Total,90-94,90,5,0.3597139,0.85104166,0.14895834,2565.357,2183.226,6069.34,0.12076375,6861.268,2.6746,1.904834
Lesotho,LSO,Medium,2025-2030,2028,3,Total,95-99,95,5,0.47452606,0.91017616,0.08982384,382.131,347.807,732.956,0.07446532,791.927,2.0724,1.613924
Lesotho,LSO,Medium,2025-2030,2028,3,Total,100+,100,-1,0.58205608,,,34.325,34.325,58.971,,58.971,1.718,1.718048
Liberia,LBR,Medium,2025-2030,2028,3,Total,0,0,1,0.04213672,0.04070299,0.95929701,100000,4070.299,96597.437,0.95296145,6624368.3,66.2437,0.164051
Liberia,LBR,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00402581,0.01594227,0.98405773,95929.701,1529.337,379883.29,0.98771178,6527770.9,68.0474,1.492038
Liberia,LBR,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00116967,0.00583132,0.99416868,94400.364,550.479,470625.62,0.99502459,6147887.6,65.1257,2.5
Liberia,LBR,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00083278,0.00415535,0.99584465,93849.885,389.979,468284.07,0.99483075,5677261.9,60.493,2.524595
Liberia,LBR,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00132725,0.00661585,0.99338415,93459.906,618.317,465863.39,0.99178338,5208977.9,55.7349,2.677342
Liberia,LBR,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00197691,0.00983828,0.99016172,92841.589,913.402,462035.57,0.98900773,4743114.5,51.0883,2.621665
Liberia,LBR,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00242752,0.01206674,0.98793326,91928.187,1109.273,456956.75,0.98664959,4281078.9,46.5698,2.580228
Liberia,LBR,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00297697,0.01477869,0.98522131,90818.914,1342.184,450856.19,0.98331517,3824122.2,42.1071,2.58723
Liberia,LBR,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00380131,0.01883449,0.98116551,89476.73,1685.249,443333.73,0.97854965,3373266,37.6999,2.596842
Liberia,LBR,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00492222,0.0243233,0.9756767,87791.481,2135.379,433824.07,0.97253016,2929932.2,33.3738,2.596052
Liberia,LBR,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00633201,0.0311889,0.9688111,85656.102,2671.519,421906.99,0.96266548,2496108.2,29.141,2.61427
Liberia,LBR,Medium,2025-2030,2028,3,Total,50-54,50,5,0.00907547,0.04441848,0.95558152,82984.583,3686.049,406155.29,0.94828783,2074201.2,24.995,2.621404
Liberia,LBR,Medium,2025-2030,2028,3,Total,55-59,55,5,0.01241754,0.06031187,0.93968813,79298.533,4782.642,385152.12,0.92581239,1668045.9,21.035,2.628811
Liberia,LBR,Medium,2025-2030,2028,3,Total,60-64,60,5,0.0190686,0.09124837,0.90875163,74515.891,6799.453,356578.6,0.88588706,1282893.8,17.2164,2.646745
Liberia,LBR,Medium,2025-2030,2028,3,Total,65-69,65,5,0.03039172,0.14177343,0.85822657,67716.437,9600.391,315888.37,0.82203933,926315.18,13.6793,2.636157
Liberia,LBR,Medium,2025-2030,2028,3,Total,70-74,70,5,0.04967565,0.22195948,0.77804052,58116.046,12899.407,259672.66,0.72435345,610426.81,10.5036,2.603955
Liberia,LBR,Medium,2025-2030,2028,3,Total,75-79,75,5,0.08226194,0.34219797,0.65780203,45216.639,15473.042,188094.79,0.58108135,350754.14,7.7572,2.544865
Liberia,LBR,Medium,2025-2030,2028,3,Total,80-84,80,5,0.14025846,0.51540576,0.48459424,29743.597,15330.021,109298.37,0.39738058,162659.35,5.4687,2.4286
Liberia,LBR,Medium,2025-2030,2028,3,Total,85-89,85,5,0.23740676,0.71538805,0.28461195,14413.576,10311.3,43433.051,0.20972846,53360.979,3.7021,2.222966
Liberia,LBR,Medium,2025-2030,2028,3,Total,90-94,90,5,0.39800788,0.8837807,0.1162193,4102.276,3625.512,9109.147,0.08596792,9927.928,2.4201,1.855001
Liberia,LBR,Medium,2025-2030,2028,3,Total,95-99,95,5,0.57414778,0.94304995,0.05695005,476.764,449.612,783.094,0.04358509,818.781,1.7174,1.439766
Liberia,LBR,Medium,2025-2030,2028,3,Total,100+,100,-1,0.76083675,,,27.152,27.152,35.687,,35.687,1.3143,1.314342
Libya,LBY,Medium,2025-2030,2028,3,Total,0,0,1,0.00787734,0.00782007,0.99217993,100000,782.007,99273.034,0.99148048,7416904.8,74.169,0.070385
Libya,LBY,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00042014,0.00167885,0.99832115,99217.993,166.572,396467.21,0.99826485,7317631.8,73.7531,1.570041
Libya,LBY,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00030476,0.00152263,0.99847737,99051.421,150.819,494880.06,0.99850201,6921164.6,69.8745,2.5
Libya,LBY,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00032199,0.00160878,0.99839122,98900.602,159.11,494138.73,0.9972568,6426284.5,64.9772,2.710507
Libya,LBY,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00083981,0.00419117,0.99580883,98741.492,413.842,492783.21,0.99486757,5932145.8,60.0775,2.766656
Libya,LBY,Medium,2025-2030,2028,3,Total,20-24,20,5,0.0011678,0.00582257,0.99417743,98327.65,572.519,490254.03,0.99389514,5439362.6,55.3187,2.582236
Libya,LBY,Medium,2025-2030,2028,3,Total,25-29,25,5,0.0012609,0.00628496,0.99371504,97755.131,614.387,487261.1,0.99342328,4949108.5,50.6276,2.534859
Libya,LBY,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00139802,0.00696638,0.99303362,97140.744,676.719,484056.53,0.99226103,4461847.4,45.9318,2.565911
Libya,LBY,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00175449,0.00873591,0.99126409,96464.025,842.701,480310.43,0.98964003,3977790.9,41.236,2.61517
Libya,LBY,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00247296,0.01229309,0.98770691,95621.324,1175.482,475334.43,0.98529865,3497480.5,36.5764,2.641652
Libya,LBY,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00354962,0.01760217,0.98239783,94445.843,1662.452,468346.37,0.97777935,3022146,31.9987,2.664388
Libya,LBY,Medium,2025-2030,2028,3,Total,50-54,50,5,0.00564049,0.02783908,0.97216092,92783.391,2583.004,457939.41,0.96434195,2553799.7,27.5243,2.685818
Libya,LBY,Medium,2025-2030,2028,3,Total,55-59,55,5,0.00916297,0.04486079,0.95513921,90200.386,4046.461,441610.19,0.94335556,2095860.3,23.2356,2.679022
Libya,LBY,Medium,2025-2030,2028,3,Total,60-64,60,5,0.01459834,0.07058993,0.92941007,86153.926,6081.6,416595.43,0.90993634,1654250.1,19.2011,2.66933
Libya,LBY,Medium,2025-2030,2028,3,Total,65-69,65,5,0.02390142,0.11315319,0.88684681,80072.326,9060.44,379075.32,0.85877262,1237654.7,15.4567,2.650632
Libya,LBY,Medium,2025-2030,2028,3,Total,70-74,70,5,0.03820452,0.17514081,0.82485919,71011.886,12437.079,325539.51,0.77881729,858579.33,12.0906,2.626458
Libya,LBY,Medium,2025-2030,2028,3,Total,75-79,75,5,0.06426293,0.27815634,0.72184366,58574.807,16292.954,253535.79,0.65371248,533039.83,9.1002,2.585567
Libya,LBY,Medium,2025-2030,2028,3,Total,80-84,80,5,0.10954177,0.42938985,0.57061015,42281.853,18155.399,165739.51,0.49273877,279504.04,6.6105,2.484508
Libya,LBY,Medium,2025-2030,2028,3,Total,85-89,85,5,0.17840224,0.60387854,0.39612146,24126.454,14569.448,81666.284,0.32497037,113764.52,4.7153,2.3255
Libya,LBY,Medium,2025-2030,2028,3,Total,90-94,90,5,0.27544073,0.76487919,0.23512081,9557.006,7309.955,26539.123,0.18991963,32098.239,3.3586,2.093565
Libya,LBY,Medium,2025-2030,2028,3,Total,95-99,95,5,0.38878858,0.8720813,0.1279187,2247.051,1959.611,5040.3,0.09332699,5559.116,2.474,1.838682
Libya,LBY,Medium,2025-2030,2028,3,Total,100+,100,-1,0.55403089,,,287.44,287.44,518.816,,518.816,1.805,1.804954
Madagascar,MDG,Medium,2025-2030,2028,3,Total,0,0,1,0.01871698,0.01840694,0.98159306,100000,1840.694,98343.552,0.97765491,6969675.5,69.6968,0.100096
Madagascar,MDG,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00224596,0.00893456,0.99106544,98159.306,877.01,390483.91,0.9924261,6871331.9,70.0018,1.544706
Madagascar,MDG,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00106063,0.00528915,0.99471085,97282.295,514.54,485125.13,0.99522932,6480848,66.619,2.5
Madagascar,MDG,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00086268,0.00430422,0.99569578,96767.755,416.509,482810.75,0.99485447,5995722.9,61.9599,2.531808
Madagascar,MDG,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00124629,0.00621297,0.99378703,96351.246,598.628,480326.44,0.99313064,5512912.1,57.2168,2.611548
Madagascar,MDG,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00149209,0.00743339,0.99256661,95752.618,711.766,477026.9,0.99211643,5032585.7,52.5582,2.560729
Madagascar,MDG,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00169315,0.00843124,0.99156876,95040.852,801.312,473266.22,0.99032878,4555558.8,47.9326,2.581423
Madagascar,MDG,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00224328,0.01115669,0.98884331,94239.54,1051.401,468689.16,0.98709195,4082292.6,43.3183,2.614104
Madagascar,MDG,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00299434,0.0148656,0.9851344,93188.138,1385.297,462639.3,0.9827009,3613603.4,38.7775,2.616835
Madagascar,MDG,Medium,2025-2030,2028,3,Total,40-44,40,5,0.0040499,0.02005635,0.97994365,91802.841,1841.23,454636.06,0.97638863,3150964.1,34.3232,2.62216
Madagascar,MDG,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00560462,0.0276551,0.9723449,89961.611,2487.898,443901.48,0.96733572,2696328.1,29.972,2.625875
Madagascar,MDG,Medium,2025-2030,2028,3,Total,50-54,50,5,0.00783763,0.03847432,0.96152568,87473.714,3365.491,429401.75,0.95367723,2252426.6,25.7498,2.632793
Madagascar,MDG,Medium,2025-2030,2028,3,Total,55-59,55,5,0.01146583,0.05582547,0.94417453,84108.222,4695.381,409510.68,0.93023922,1823024.8,21.6748,2.65079
Madagascar,MDG,Medium,2025-2030,2028,3,Total,60-64,60,5,0.0181267,0.08695368,0.91304632,79412.841,6905.239,380942.89,0.88809687,1413514.2,17.7996,2.66535
Madagascar,MDG,Medium,2025-2030,2028,3,Total,65-69,65,5,0.0303962,0.14182604,0.85817396,72507.603,10283.466,338314.19,0.82232145,1032571.3,14.2409,2.644391
Madagascar,MDG,Medium,2025-2030,2028,3,Total,70-74,70,5,0.04912781,0.21964957,0.78035043,62224.136,13667.505,278203.01,0.73275434,694257.08,11.1574,2.591538
Madagascar,MDG,Medium,2025-2030,2028,3,Total,75-79,75,5,0.07709027,0.32364676,0.67635324,48556.632,15715.197,203854.47,0.6172588,416054.07,8.5684,2.522863
Madagascar,MDG,Medium,2025-2030,2028,3,Total,80-84,80,5,0.11851874,0.45410097,0.54589903,32841.435,14913.328,125830.96,0.4811772,212199.6,6.4613,2.426717
Madagascar,MDG,Medium,2025-2030,2028,3,Total,85-89,85,5,0.17739981,0.59911649,0.40088351,17928.108,10741.025,60546.991,0.34112705,86368.639,4.8175,2.291362
Madagascar,MDG,Medium,2025-2030,2028,3,Total,90-94,90,5,0.25605408,0.73584744,0.26415256,7187.083,5288.596,20654.217,0.21856014,25821.648,3.5928,2.110538
Madagascar,MDG,Medium,2025-2030,2028,3,Total,95-99,95,5,0.3539795,0.84168647,0.15831353,1898.486,1597.93,4514.189,0.12641534,5167.431,2.7219,1.884568
Madagascar,MDG,Medium,2025-2030,2028,3,Total,100+,100,-1,0.4600987,,,300.556,300.556,653.243,,653.243,2.1734,2.173447
Malawi,MWI,Medium,2025-2030,2028,3,Total,0,0,1,0.02635306,0.02575639,0.97424361,100000,2575.639,97735.878,0.97044087,6750443.9,67.5044,0.120948
Malawi,MWI,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00230936,0.00918499,0.99081501,97424.361,894.842,387484.56,0.99272719,6652708,68.2859,1.527064
Malawi,MWI,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00079393,0.00396179,0.99603821,96529.518,382.429,481691.52,0.99650525,6265223.5,64.9047,2.5
Malawi,MWI,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00061939,0.00309225,0.99690775,96147.089,297.311,480008.13,0.99605246,5783531.9,60.153,2.553684
Malawi,MWI,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00103367,0.00515612,0.99484388,95849.778,494.213,478113.28,0.99337288,5303523.8,55.3316,2.70218
Malawi,MWI,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00165165,0.0082265,0.9917735,95355.565,784.442,474944.76,0.99019377,4825410.5,50.6044,2.663226
Malawi,MWI,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00230049,0.01143997,0.98856003,94571.123,1081.891,470287.34,0.98670111,4350465.8,46.0021,2.626129
Malawi,MWI,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00309628,0.01536835,0.98463165,93489.232,1436.775,464033.04,0.98178277,3880178.4,41.504,2.62446
Malawi,MWI,Medium,2025-2030,2028,3,Total,35-39,35,5,0.0043124,0.02134262,0.97865738,92052.457,1964.641,455579.65,0.97547666,3416145.4,37.1109,2.616541
Malawi,MWI,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00565604,0.02790149,0.97209851,90087.816,2513.584,444407.31,0.96819361,2960565.7,32.8631,2.600331
Malawi,MWI,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00738643,0.03629122,0.96370878,87574.232,3178.176,430272.32,0.95719812,2516158.4,28.7317,2.609056
Malawi,MWI,Medium,2025-2030,2028,3,Total,50-54,50,5,0.01027853,0.05015961,0.94984039,84396.056,4233.273,411855.86,0.9422144,2085886.1,24.7154,2.60837
Malawi,MWI,Medium,2025-2030,2028,3,Total,55-59,55,5,0.01377154,0.06666605,0.93333395,80162.783,5344.136,388056.52,0.9197886,1674030.2,20.8829,2.612823
Malawi,MWI,Medium,2025-2030,2028,3,Total,60-64,60,5,0.02027371,0.09671781,0.90328219,74818.648,7236.296,356929.97,0.88129583,1285973.7,17.1879,2.628169
Malawi,MWI,Medium,2025-2030,2028,3,Total,65-69,65,5,0.03120417,0.14523927,0.85476073,67582.352,9815.611,314560.89,0.82041865,929043.76,13.7468,2.621048
Malawi,MWI,Medium,2025-2030,2028,3,Total,70-74,70,5,0.04952103,0.22123408,0.77876592,57766.741,12779.972,258071.62,0.72838653,614482.87,10.6373,2.592946
Malawi,MWI,Medium,2025-2030,2028,3,Total,75-79,75,5,0.07999008,0.33423621,0.66576379,44986.769,15036.207,187975.89,0.5920543,356411.25,7.9226,2.54207
Malawi,MWI,Medium,2025-2030,2028,3,Total,80-84,80,5,0.13485933,0.50111767,0.49888233,29950.562,15008.756,111291.93,0.41223769,168435.35,5.6238,2.437438
Malawi,MWI,Medium,2025-2030,2028,3,Total,85-89,85,5,0.22819401,0.7006684,0.2993316,14941.806,10469.251,45878.731,0.22322421,57143.419,3.8244,2.246193
Malawi,MWI,Medium,2025-2030,2028,3,Total,90-94,90,5,0.38089171,0.87216479,0.12783521,4472.555,3900.805,10241.243,0.09529546,11264.689,2.5186,1.892557
Malawi,MWI,Medium,2025-2030,2028,3,Total,95-99,95,5,0.55000515,0.93882688,0.06117312,571.75,536.774,975.944,0.04641311,1023.445,1.79,1.492369
Malawi,MWI,Medium,2025-2030,2028,3,Total,100+,100,-1,0.73631131,,,34.976,34.976,47.501,,47.501,1.3581,1.358121
Malaysia,MYS,Medium,2025-2030,2028,3,Total,0,0,1,0.00470014,0.0046795,0.9953205,100000,467.95,99560.936,0.99494643,7734720.2,77.3472,0.061729
Malaysia,MYS,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00022402,0.00089559,0.99910441,99532.05,89.14,397912.28,0.99911529,7635159.2,76.7106,1.577752
Malaysia,MYS,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00014603,0.00072987,0.99927013,99442.91,72.58,497033.1,0.999175,7237247,72.7779,2.5
Malaysia,MYS,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00020477,0.00102338,0.99897662,99370.329,101.693,496623.05,0.99830814,6740213.9,67.8292,2.75208
Malaysia,MYS,Medium,2025-2030,2028,3,Total,15-19,15,5,0.0004907,0.00245071,0.99754929,99268.636,243.279,495782.83,0.9973722,6243590.8,62.8959,2.696693
Malaysia,MYS,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00052896,0.00264136,0.99735864,99025.357,261.561,494480.01,0.99733069,5747808,58.0438,2.52727
Malaysia,MYS,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00056229,0.00280768,0.99719232,98763.796,277.297,493160.09,0.99630751,5253328,53.1908,2.623899
Malaysia,MYS,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00096416,0.00481009,0.99518991,98486.499,473.729,491339.1,0.99409031,4760167.9,48.3332,2.69195
Malaysia,MYS,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00142655,0.00710904,0.99289096,98012.769,696.776,488435.44,0.99132173,4268828.8,43.5538,2.662946
Malaysia,MYS,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00213808,0.01063804,0.98936196,97315.993,1035.251,484196.67,0.98567574,3780393.3,38.8466,2.697856
Malaysia,MYS,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00376727,0.01867423,0.98132577,96280.742,1797.968,477260.91,0.97679783,3296196.7,34.2353,2.695845
Malaysia,MYS,Medium,2025-2030,2028,3,Total,50-54,50,5,0.00568389,0.02804489,0.97195511,94482.773,2649.759,466187.42,0.96610176,2818935.8,29.8354,2.650184
Malaysia,MYS,Medium,2025-2030,2028,3,Total,55-59,55,5,0.00819949,0.04021347,0.95978653,91833.015,3692.924,450384.49,0.95356106,2352748.3,25.6199,2.622321
Malaysia,MYS,Medium,2025-2030,2028,3,Total,60-64,60,5,0.0110981,0.05407631,0.94592369,88140.091,4766.291,429469.11,0.9312575,1902363.8,21.5834,2.643588
Malaysia,MYS,Medium,2025-2030,2028,3,Total,65-69,65,5,0.01825204,0.0875555,0.9124445,83373.8,7299.834,399946.33,0.88435202,1472894.7,17.6662,2.681773
Malaysia,MYS,Medium,2025-2030,2028,3,Total,70-74,70,5,0.03187449,0.14819519,0.85180481,76073.965,11273.796,353693.34,0.82124661,1072948.4,14.104,2.633762
Malaysia,MYS,Medium,2025-2030,2028,3,Total,75-79,75,5,0.04770708,0.21384895,0.78615105,64800.17,13857.448,290469.46,0.73968257,719255.07,11.0996,2.580262
Malaysia,MYS,Medium,2025-2030,2028,3,Total,80-84,80,5,0.07550025,0.31842864,0.68157136,50942.721,16221.622,214855.2,0.6113432,428785.61,8.417,2.542884
Malaysia,MYS,Medium,2025-2030,2028,3,Total,85-89,85,5,0.12470161,0.47174742,0.52825258,34721.1,16379.589,131350.26,0.4581403,213930.42,6.1614,2.420251
Malaysia,MYS,Medium,2025-2030,2028,3,Total,90-94,90,5,0.19311789,0.63360245,0.36639755,18341.51,11621.226,60176.849,0.31369497,82580.152,4.5024,2.286801
Malaysia,MYS,Medium,2025-2030,2028,3,Total,95-99,95,5,0.27450708,0.77108614,0.22891386,6720.284,5181.918,18877.175,0.15739324,22403.303,3.3337,2.158533
Malaysia,MYS,Medium,2025-2030,2028,3,Total,100+,100,-1,0.4362763,,,1538.366,1538.366,3526.128,,3526.128,2.2921,2.292125
Maldives,MDV,Medium,2025-2030,2028,3,Total,0,0,1,0.00433317,0.00431561,0.99568439,100000,431.561,99594.646,0.99536945,8115293.5,81.1529,0.060725
Maldives,MDV,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00019058,0.00076196,0.99923804,99568.439,75.867,398090.08,0.99913619,8015698.9,80.5044,1.578915
Maldives,MDV,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00016735,0.00083641,0.99916359,99492.572,83.217,497254.82,0.99902571,7617608.8,76.5646,2.5
Maldives,MDV,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00022976,0.00114815,0.99885185,99409.355,114.137,496770.35,0.99881719,7120354,71.6266,2.578115
Maldives,MDV,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00024404,0.0012195,0.9987805,99295.219,121.091,496182.77,0.99855449,6623583.6,66.706,2.577625
Maldives,MDV,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00033431,0.00167018,0.99832982,99174.128,165.638,495465.53,0.99836335,6127400.9,61.7843,2.554238
Maldives,MDV,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00031768,0.00158714,0.99841286,99008.489,157.14,494654.62,0.99824864,5631935.4,56.8834,2.531985
Maldives,MDV,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00039102,0.00195327,0.99804673,98851.349,193.083,493788.3,0.99791781,5137280.7,51.9698,2.573895
